# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  249       7.326692419847e-10       3.382719156031e-13       8.988759421824e-12       0.000000000000e+00 
  250       7.300894360711e-10       3.500580301288e-13       9.208474330910e-12       0.000000000000e+00 
  251       7.274378475421e-10       3.621536766679e-13       9.426602759044e-12       0.000000000000e+00 
  252       7.247154127710e-10       3.745594546974e-13       9.643044824282e-12       0.000000000000e+00 
  253       7.219231007209e-10       3.872758677980e-13       9.857699436703e-12       0.000000000000e+00 
  254       7.190619131920e-10       4.003033224188e-13       1.007046429442e-11       0.000000000000e+00 
  255       7.161328850682e-10       4.136421266418e-13       1.028123587956e-11       0.000000000000e+00 
  256       7.131370845642e-10       4.272924889464e-13       1.048990945433e-11       0.000000000000e+00 
  257       7.100756134722e-10       4.412545169739e-13       1.069637905692e-11       0.000000000000e+00 
  258       7.069496074085e-10       4.555282162923e-13       1.090053749760e-11       0.000000000000e+00 
  259       7.037602360608e-10       4.701134891605e-13       1.110227635468e-11       0.000000000000e+00 
  260       7.005087034348e-10       4.850101332929e-13       1.130148597053e-11       0.000000000000e+00 
  261       6.971962481008e-10       5.002178406241e-13       1.149805544755e-11       0.000000000000e+00 
  262       6.938241434411e-10       5.157361960735e-13       1.169187264423e-11       0.000000000000e+00 
  263       6.903936978962e-10       5.315646763093e-13       1.188282417109e-11       0.000000000000e+00 
  264       6.869062552122e-10       5.477026485138e-13       1.207079538674e-11       0.000000000000e+00 
  265       6.833631946873e-10       5.641493691473e-13       1.225567039385e-11       0.000000000000e+00 
  266       6.797658658299e-10       5.809037437044e-13       1.243734030521e-11       0.000000000000e+00 
  267       6.761153878939e-10       5.979635940754e-13       1.261572854723e-11       0.000000000000e+00 
  268       6.724128399381e-10       6.153263489969e-13       1.279076692272e-11       0.000000000000e+00 
  269       6.686593255698e-10       6.329892778473e-13       1.296238747447e-11       0.000000000000e+00 
  270       6.648559730815e-10       6.509494890070e-13       1.313052249522e-11       0.000000000000e+00 
  271       6.610039355864e-10       6.692039282198e-13       1.329510453766e-11       0.000000000000e+00 
  272       6.571043911544e-10       6.877493769530e-13       1.345606642439e-11       0.000000000000e+00 
  273       6.531585429486e-10       7.065824507584e-13       1.361334125790e-11       0.000000000000e+00 
  274       6.491676193609e-10       7.256995976330e-13       1.376686243055e-11       0.000000000000e+00 
  275       6.451328741481e-10       7.450970963797e-13       1.391656363455e-11       0.000000000000e+00 
  276       6.410555865679e-10       7.647710549678e-13       1.406237887193e-11       0.000000000000e+00 
  277       6.369370615152e-10       7.847174088941e-13       1.420424246450e-11       0.000000000000e+00 
  278       6.327786296575e-10       8.049319195432e-13       1.434208906388e-11       0.000000000000e+00 
  279       6.285816475716e-10       8.254101725483e-13       1.447585366142e-11       0.000000000000e+00 
  280       6.243474978794e-10       8.461475761522e-13       1.460547159822e-11       0.000000000000e+00 
  281       6.200775893835e-10       8.671393595676e-13       1.473087857505e-11       0.000000000000e+00 
  282       6.157733572039e-10       8.883805713380e-13       1.485201066241e-11       0.000000000000e+00 
  283       6.114362629134e-10       9.098660776985e-13       1.496880431043e-11       0.000000000000e+00 
  284       6.070677946740e-10       9.315905609363e-13       1.508119635889e-11       0.000000000000e+00 
  285       6.026694673729e-10       9.535485177514e-13       1.518912404718e-11       0.000000000000e+00 
