# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:kappa_b            
       4.452419221984e-04       2.244970000000e+03       1.596201972091e+02       1.061589654472e+00       2.082971895638e+00       5.061813698482e-46       1.054361567490e-45       6.121388231775e+03       2.725501776088e+00       9.089569594312e-10       1.211942958666e-09       2.716631381009e+02 
       4.451433194560e-04       2.245467500000e+03       1.595913777206e+02       1.061621514986e+00       2.083957329138e+00       4.766825046131e-46       9.933859991603e-46       6.122744168936e+03       2.725501774328e+00       9.091718148145e-10       1.212229432318e-09       2.718619386895e+02 
       4.450447603768e-04       2.245965000000e+03       1.595625690723e+02       1.061653333385e+00       2.084942939743e+00       4.489001459350e-46       9.359311899166e-46       6.124100106097e+03       2.725501772614e+00       9.093866583158e-10       1.212515890133e-09       2.720608025383e+02 
       4.449462449318e-04       2.246462500000e+03       1.595337712577e+02       1.061685109716e+00       2.085928727451e+00       4.227345656764e-46       8.817941746310e-46       6.125456043256e+03       2.725501771317e+00       9.096014899427e-10       1.212802332162e-09       2.722597296457e+02 
       4.448477730920e-04       2.246960000000e+03       1.595049842706e+02       1.061716844023e+00       2.086914692262e+00       3.980918208259e-46       8.307836697509e-46       6.126811980416e+03       2.725501769986e+00       9.098163097028e-10       1.213088758364e-09       2.724587200099e+02 
       4.447493448286e-04       2.247457500000e+03       1.594762081047e+02       1.061748536352e+00       2.087900834174e+00       3.748834184455e-46       7.827194020905e-46       6.128167917574e+03       2.725501769820e+00       9.100311176036e-10       1.213375168884e-09       2.726577736290e+02 
       4.446509601126e-04       2.247955000000e+03       1.594474427537e+02       1.061780186750e+00       2.088887153186e+00       3.530259999772e-46       7.374314760931e-46       6.129523854732e+03       2.725501769538e+00       9.102459136529e-10       1.213661563589e-09       2.728568905013e+02 
       4.445526189150e-04       2.248452500000e+03       1.594186882113e+02       1.061811795263e+00       2.089873649297e+00       3.324410438138e-46       6.947597774114e-46       6.130879791890e+03       2.725501769517e+00       9.104606978583e-10       1.213947942530e-09       2.730560706249e+02 
       4.444543212071e-04       2.248950000000e+03       1.593899444713e+02       1.061843361935e+00       2.090860322507e+00       3.130545850789e-46       6.545534107202e-46       6.132235729047e+03       2.725501769305e+00       9.106754702273e-10       1.214234305669e-09       2.732553139982e+02 
       4.443560669600e-04       2.249447500000e+03       1.593612115273e+02       1.061874886813e+00       2.091847172813e+00       2.947969516092e-46       6.166701697776e-46       6.133591666204e+03       2.725501770103e+00       9.108902307678e-10       1.214520653149e-09       2.734546206192e+02 
       4.442578561449e-04       2.249945000000e+03       1.593324893730e+02       1.061906369943e+00       2.092834200216e+00       2.776025152042e-46       5.809760378854e-46       6.134947603360e+03       2.725501770634e+00       9.111049794874e-10       1.214806984838e-09       2.736539904861e+02 
       4.441596887329e-04       2.250442500000e+03       1.593037780023e+02       1.061937811370e+00       2.093821404716e+00       2.614094572734e-46       5.473447170342e-46       6.136303540515e+03       2.725501771276e+00       9.113197163937e-10       1.215093300789e-09       2.738534235973e+02 
       4.440615646953e-04       2.250940000000e+03       1.592750774088e+02       1.061969211141e+00       2.094808786311e+00       2.461595480478e-46       5.156571840849e-46       6.137659477670e+03       2.725501773233e+00       9.115344414947e-10       1.215379601146e-09       2.740529199509e+02 
       4.439634840034e-04       2.251437500000e+03       1.592463875863e+02       1.062000569300e+00       2.095796345001e+00       2.317979385573e-46       4.858012724071e-46       6.139015414824e+03       2.725501773570e+00       9.117491547979e-10       1.215665885591e-09       2.742524795451e+02 
       4.438654466285e-04       2.251935000000e+03       1.592177085286e+02       1.062031885895e+00       2.096784080786e+00       2.182729646482e-46       4.576712775403e-46       6.140371351978e+03       2.725501775151e+00       9.119638563112e-10       1.215952154456e-09       2.744521023781e+02 
       4.437674525418e-04       2.252432500000e+03       1.591890402294e+02       1.062063160971e+00       2.097771993666e+00       2.055359623489e-46       4.311675855068e-46       6.141727289131e+03       2.725501776700e+00       9.121785460423e-10       1.216238407608e-09       2.746517884482e+02 
       4.436695017148e-04       2.252930000000e+03       1.591603826824e+02       1.062094394573e+00       2.098760083642e+00       1.935410939223e-46       4.061963224684e-46       6.143083226284e+03       2.725501777765e+00       9.123932239991e-10       1.216524645006e-09       2.748515377535e+02 
       4.435715941187e-04       2.253427500000e+03       1.591317358814e+02       1.062125586747e+00       2.099748350712e+00       1.822451839803e-46       3.826690244878e-46       6.144439163436e+03       2.725501779557e+00       9.126078901893e-10       1.216810866798e-09       2.750513502923e+02 
       4.434737297249e-04       2.253925000000e+03       1.591030998203e+02       1.062156737540e+00       2.100736794877e+00       1.716075650912e-46       3.605023262663e-46       6.145795100588e+03       2.725501781627e+00       9.128225446208e-10       1.217097072942e-09       2.752512260627e+02 
       4.433759085049e-04       2.254422500000e+03       1.590744744926e+02       1.062187846997e+00       2.101725416138e+00       1.615899323286e-46       3.396176677671e-46       6.147151037739e+03       2.725501782699e+00       9.130371873014e-10       1.217383263306e-09       2.754511650632e+02 
       4.432781304302e-04       2.254920000000e+03       1.590458598924e+02       1.062218915163e+00       2.102714214495e+00       1.521562062404e-46       3.199410176854e-46       6.148506974890e+03       2.725501785643e+00       9.132518182391e-10       1.217669438223e-09       2.756511672917e+02 
       4.431803954720e-04       2.255417500000e+03       1.590172560132e+02       1.062249942086e+00       2.103703189949e+00       1.432724037498e-46       3.014026128000e-46       6.149862912040e+03       2.725501787522e+00       9.134664374417e-10       1.217955597374e-09       2.758512327466e+02 
       4.430827036020e-04       2.255915000000e+03       1.589886628489e+02       1.062280927810e+00       2.104692342499e+00       1.349065165372e-46       2.839367123090e-46       6.151218849189e+03       2.725501789551e+00       9.136810449170e-10       1.218241740906e-09       2.760513614260e+02 
       4.429850547917e-04       2.256412500000e+03       1.589600803934e+02       1.062311872381e+00       2.105681672148e+00       1.270283964690e-46       2.674813662871e-46       6.152574786338e+03       2.725501791281e+00       9.138956406731e-10       1.218527868779e-09       2.762515533283e+02 
       4.428874490126e-04       2.256910000000e+03       1.589315086403e+02       1.062342775845e+00       2.106671178895e+00       1.196096476574e-46       2.519781974377e-46       6.153930723486e+03       2.725501793096e+00       9.141102247178e-10       1.218813981046e-09       2.764518084516e+02 
       4.427898862362e-04       2.257407500000e+03       1.589029475836e+02       1.062373638249e+00       2.107660862743e+00       1.126235247755e-46       2.373721953934e-46       6.155286660634e+03       2.725501794552e+00       9.143247970591e-10       1.219100077669e-09       2.766521267941e+02 
       4.426923664342e-04       2.257905000000e+03       1.588743972169e+02       1.062404459637e+00       2.108650723691e+00       1.060448372651e-46       2.236115228428e-46       6.156642597782e+03       2.725501796866e+00       9.145393577050e-10       1.219386158793e-09       2.768525083542e+02 
       4.425948895781e-04       2.258402500000e+03       1.588458575342e+02       1.062435240055e+00       2.109640761741e+00       9.984985909907e-47       2.106473328095e-46       6.157998534928e+03       2.725501798760e+00       9.147539066635e-10       1.219672224288e-09       2.770529531299e+02 
       4.424974556396e-04       2.258900000000e+03       1.588173285292e+02       1.062465982908e+00       2.110630983565e+00       9.401624375239e-47       1.984335970222e-46       6.159354472075e+03       2.725501793778e+00       9.149684453752e-10       1.219958275351e-09       2.772534611198e+02 
       4.424000645904e-04       2.259397500000e+03       1.587888101958e+02       1.062496685873e+00       2.111621384469e+00       8.852294412770e-47       1.869269418362e-46       6.160710409220e+03       2.725501785371e+00       9.151829728389e-10       1.220244311033e-09       2.774540323227e+02 
       4.423027164021e-04       2.259895000000e+03       1.587603025277e+02       1.062527347670e+00       2.112611961816e+00       8.335013712830e-47       1.760864967163e-46       6.162066346366e+03       2.725501778141e+00       9.153974884962e-10       1.220530331105e-09       2.776546667368e+02 
       4.422054110465e-04       2.260392500000e+03       1.587318055189e+02       1.062557968353e+00       2.113602715627e+00       7.847915257546e-47       1.658737500036e-46       6.163422283510e+03       2.725501770800e+00       9.156119923590e-10       1.220816335438e-09       2.778553643603e+02 
       4.421081484953e-04       2.260890000000e+03       1.587033191632e+02       1.062588547976e+00       2.114593645919e+00       7.389240625420e-47       1.562524127468e-46       6.164778220654e+03       2.725501764558e+00       9.158264844388e-10       1.221102324182e-09       2.780561251913e+02 
       4.420109287202e-04       2.261387500000e+03       1.586748434543e+02       1.062619086593e+00       2.115584752709e+00       6.957333684583e-47       1.471882906261e-46       6.166134157798e+03       2.725501759796e+00       9.160409647473e-10       1.221388297398e-09       2.782569492281e+02 
       4.419137516931e-04       2.261885000000e+03       1.586463783862e+02       1.062649584260e+00       2.116576036017e+00       6.550634651802e-47       1.386491632471e-46       6.167490094941e+03       2.725501754392e+00       9.162554332963e-10       1.221674254862e-09       2.784578364687e+02 
       4.418166173857e-04       2.262382500000e+03       1.586179239526e+02       1.062680041031e+00       2.117567495861e+00       6.167674495766e-47       1.306046703728e-46       6.168846032084e+03       2.725501751228e+00       9.164698900975e-10       1.221960196912e-09       2.786587869115e+02 
       4.417195257699e-04       2.262880000000e+03       1.585894801475e+02       1.062710456959e+00       2.118559132260e+00       5.807069665014e-47       1.230262047048e-46       6.170201969226e+03       2.725501747348e+00       9.166843351626e-10       1.222246123235e-09       2.788598005545e+02 
       4.416224768176e-04       2.263377500000e+03       1.585610469648e+02       1.062740832101e+00       2.119550945232e+00       5.467517121792e-47       1.158868108356e-46       6.171557906367e+03       2.725501743969e+00       9.168987685034e-10       1.222532033981e-09       2.790608773960e+02 
       4.415254705006e-04       2.263875000000e+03       1.585326243982e+02       1.062771166509e+00       2.120542934796e+00       5.147789663951e-47       1.091610900171e-46       6.172913843508e+03       2.725501741471e+00       9.171131901316e-10       1.222817929208e-09       2.792620174342e+02 
       4.414285067908e-04       2.264372500000e+03       1.585042124416e+02       1.062801460238e+00       2.121535100972e+00       4.846731518082e-47       1.028251104060e-46       6.174269780648e+03       2.725501738566e+00       9.173276000592e-10       1.223103808790e-09       2.794632206672e+02 
       4.413315856603e-04       2.264870000000e+03       1.584758110890e+02       1.062831713344e+00       2.122527443779e+00       4.563254188422e-47       9.685632247866e-47       6.175625717788e+03       2.725501736474e+00       9.175419982979e-10       1.223389672877e-09       2.796644870933e+02 
       4.412347070808e-04       2.265367500000e+03       1.584474203342e+02       1.062861925879e+00       2.123519963236e+00       4.296332546731e-47       9.123347931684e-47       6.176981654928e+03       2.725501736414e+00       9.177563848595e-10       1.223675521622e-09       2.798658167107e+02 
       4.411378710245e-04       2.265865000000e+03       1.584190401711e+02       1.062892097900e+00       2.124512659363e+00       4.045001148956e-47       8.593656148094e-47       6.178337592067e+03       2.725501734591e+00       9.179707597560e-10       1.223961354617e-09       2.800672095175e+02 
       4.410410774634e-04       2.266362500000e+03       1.583906705935e+02       1.062922229459e+00       2.125505532179e+00       3.808350765620e-47       8.094670620802e-47       6.179693529205e+03       2.725501734734e+00       9.181851229992e-10       1.224247172294e-09       2.802686655121e+02 
       4.409443263694e-04       2.266860000000e+03       1.583623115954e+02       1.062952320613e+00       2.126498581704e+00       3.585525113671e-47       7.624614068885e-47       6.181049466343e+03       2.725501733884e+00       9.183994746010e-10       1.224532974338e-09       2.804701846925e+02 
       4.408476177146e-04       2.267357500000e+03       1.583339631707e+02       1.062982371414e+00       2.127491807958e+00       3.375717778096e-47       7.181811918876e-47       6.182405403480e+03       2.725501734100e+00       9.186138145734e-10       1.224818760995e-09       2.806717670570e+02 
       4.407509514711e-04       2.267855000000e+03       1.583056253133e+02       1.063012381918e+00       2.128485210961e+00       3.178169312106e-47       6.764686378749e-47       6.183761340617e+03       2.725501734093e+00       9.188281429283e-10       1.225104532138e-09       2.808734126039e+02 
       4.406543276111e-04       2.268352500000e+03       1.582772980170e+02       1.063042352179e+00       2.129478790734e+00       2.992164505721e-47       6.371750853320e-47       6.185117277753e+03       2.725501734252e+00       9.190424596777e-10       1.225390287825e-09       2.810751213313e+02 
       4.405577461066e-04       2.268850000000e+03       1.582489812759e+02       1.063072282251e+00       2.130472547297e+00       2.817029812998e-47       6.001604681510e-47       6.186473214888e+03       2.725501735802e+00       9.192567648336e-10       1.225676028211e-09       2.812768932375e+02 
       4.404612069298e-04       2.269347500000e+03       1.582206750838e+02       1.063102172189e+00       2.131466480670e+00       2.652130928679e-47       5.652928176828e-47       6.187829152024e+03       2.725501737456e+00       9.194710584080e-10       1.225961753167e-09       2.814787283208e+02 
       4.403647100529e-04       2.269845000000e+03       1.581923794346e+02       1.063132022047e+00       2.132460590874e+00       2.496870505458e-47       5.324477953406e-47       6.189185089158e+03       2.725501737927e+00       9.196853404129e-10       1.226247462563e-09       2.816806265792e+02 
       4.402682554480e-04       2.270342500000e+03       1.581640943223e+02       1.063161831881e+00       2.133454877930e+00       2.350686003908e-47       5.015082521521e-47       6.190541026292e+03       2.725501740120e+00       9.198996108604e-10       1.226533156744e-09       2.818825880111e+02 
       4.401718430875e-04       2.270840000000e+03       1.581358197408e+02       1.063191601743e+00       2.134449341859e+00       2.213047667331e-47       4.723638137038e-47       6.191896963426e+03       2.725501741909e+00       9.201138697626e-10       1.226818835485e-09       2.820846126148e+02 
       4.400754729436e-04       2.271337500000e+03       1.581075556840e+02       1.063221331689e+00       2.135443982682e+00       2.083456614208e-47       4.449104889991e-47       6.193252900559e+03       2.725501742846e+00       9.203281171315e-10       1.227104498753e-09       2.822867003883e+02 
       4.399791449885e-04       2.271835000000e+03       1.580793021459e+02       1.063251021773e+00       2.136438800421e+00       1.961443041444e-47       4.190503018555e-47       6.194608837692e+03       2.725501744999e+00       9.205423529792e-10       1.227390146796e-09       2.824888513301e+02 
       4.398828591946e-04       2.272332500000e+03       1.580510591204e+02       1.063280672049e+00       2.137433795095e+00       1.846564532051e-47       3.946909435629e-47       6.195964774824e+03       2.725501747085e+00       9.207565773179e-10       1.227675779487e-09       2.826910654384e+02 
       4.397866155341e-04       2.272830000000e+03       1.580228266016e+02       1.063310282572e+00       2.138428966729e+00       1.738404461204e-47       3.717454455728e-47       6.197320711955e+03       2.725501750333e+00       9.209707901598e-10       1.227961396979e-09       2.828933427113e+02 
       4.396904139795e-04       2.273327500000e+03       1.579946045832e+02       1.063339853397e+00       2.139424315341e+00       1.636570494859e-47       3.501318710471e-47       6.198676649086e+03       2.725501752618e+00       9.211849915171e-10       1.228246999051e-09       2.830956831472e+02 
       4.395942545031e-04       2.273825000000e+03       1.579663930594e+02       1.063369384578e+00       2.140419840956e+00       1.540693175642e-47       3.297730241969e-47       6.200032586216e+03       2.725501754333e+00       9.213991814018e-10       1.228532585761e-09       2.832980867443e+02 
       4.394981370773e-04       2.274322500000e+03       1.579381920240e+02       1.063398876168e+00       2.141415543595e+00       1.450424590971e-47       3.105961763918e-47       6.201388523346e+03       2.725501757554e+00       9.216133598263e-10       1.228818157361e-09       2.835005535008e+02 
       4.394020616745e-04       2.274820000000e+03       1.579100014711e+02       1.063428328224e+00       2.142411423279e+00       1.365437118605e-47       2.925328080669e-47       6.202744460476e+03       2.725501759314e+00       9.218275268027e-10       1.229103713533e-09       2.837030834151e+02 
       4.393060282671e-04       2.275317500000e+03       1.578818213946e+02       1.063457740798e+00       2.143407480031e+00       1.285422245066e-47       2.755183655072e-47       6.204100397605e+03       2.725501761687e+00       9.220416823434e-10       1.229389254526e-09       2.839056764854e+02 
       4.392100368278e-04       2.275815000000e+03       1.578536517884e+02       1.063487113946e+00       2.144403713874e+00       1.210089452794e-47       2.594920316690e-47       6.205456334733e+03       2.725501764231e+00       9.222558264605e-10       1.229674780307e-09       2.841083327100e+02 
       4.391140873288e-04       2.276312500000e+03       1.578254926467e+02       1.063516447723e+00       2.145400124830e+00       1.139165172036e-47       2.443965102288e-47       6.206812271861e+03       2.725501767342e+00       9.224699591665e-10       1.229960290937e-09       2.843110520871e+02 
       4.390181797428e-04       2.276810000000e+03       1.577973439633e+02       1.063545742181e+00       2.146396712922e+00       1.072391793663e-47       2.301778220883e-47       6.208168208988e+03       2.725501770575e+00       9.226840804736e-10       1.230245786383e-09       2.845138346150e+02 
       4.389223140423e-04       2.277307500000e+03       1.577692057323e+02       1.063574997376e+00       2.147393478172e+00       1.009526739380e-47       2.167851136185e-47       6.209524146115e+03       2.725501772645e+00       9.228981903941e-10       1.230531266516e-09       2.847166802921e+02 
       4.388264901999e-04       2.277805000000e+03       1.577410779477e+02       1.063604213363e+00       2.148390420604e+00       9.503415860442e-48       2.041704759759e-47       6.210880083241e+03       2.725501774792e+00       9.231122889404e-10       1.230816731492e-09       2.849195891165e+02 
       4.387307081881e-04       2.278302500000e+03       1.577129606034e+02       1.063633390196e+00       2.149387540241e+00       8.946212409259e-48       1.922887748481e-47       6.212236020367e+03       2.725501777416e+00       9.233263761250e-10       1.231102181372e-09       2.851225610866e+02 
       4.386349679796e-04       2.278800000000e+03       1.576848536935e+02       1.063662527939e+00       2.150384837128e+00       8.421631649601e-48       1.810974900318e-47       6.213591957492e+03       2.725501780057e+00       9.235404519648e-10       1.231387616129e-09       2.853255962006e+02 
       4.385392695471e-04       2.279297500000e+03       1.576567572119e+02       1.063691631237e+00       2.151382320570e+00       7.927766409945e-48       1.705565649596e-47       6.214947894617e+03       2.725501775504e+00       9.237545184479e-10       1.231673037597e-09       2.855286944574e+02 
       4.384436128631e-04       2.279795000000e+03       1.576286711528e+02       1.063720695199e+00       2.152379980598e+00       7.462820849688e-48       1.606282619566e-47       6.216303831741e+03       2.725501770545e+00       9.239685734592e-10       1.231958443724e-09       2.857318558556e+02 
       4.383479979003e-04       2.280292500000e+03       1.576005955101e+02       1.063749719890e+00       2.153377817255e+00       7.025103971268e-48       1.512770305564e-47       6.217659768865e+03       2.725501767253e+00       9.241826170148e-10       1.232243834764e-09       2.859350803934e+02 
       4.382524246315e-04       2.280790000000e+03       1.575725302779e+02       1.063778705372e+00       2.154375830579e+00       6.613023506737e-48       1.424693800997e-47       6.219015705988e+03       2.725501764333e+00       9.243966491308e-10       1.232529210594e-09       2.861383680692e+02 
       4.381568930295e-04       2.281287500000e+03       1.575444754502e+02       1.063807651709e+00       2.155374020613e+00       6.225080162295e-48       1.341737605804e-47       6.220371643111e+03       2.725501760490e+00       9.246106698234e-10       1.232814571087e-09       2.863417188810e+02 
       4.380614030669e-04       2.281785000000e+03       1.575164310209e+02       1.063836558963e+00       2.156372387397e+00       5.859862197605e-48       1.263604503687e-47       6.221727580233e+03       2.725501757804e+00       9.248246791087e-10       1.233099916502e-09       2.865451328273e+02 
       4.379659547165e-04       2.282282500000e+03       1.574883969843e+02       1.063865427198e+00       2.157370930971e+00       5.516040320694e-48       1.190014504193e-47       6.223083517355e+03       2.725501754977e+00       9.250386770029e-10       1.233385246713e-09       2.867486099062e+02 
       4.378705479512e-04       2.282780000000e+03       1.574603733343e+02       1.063894256476e+00       2.158369651378e+00       5.192362879906e-48       1.120703845893e-47       6.224439454476e+03       2.725501753246e+00       9.252526635222e-10       1.233670561881e-09       2.869521501160e+02 
       4.377751827438e-04       2.283277500000e+03       1.574323600649e+02       1.063923046861e+00       2.159368548658e+00       4.887651335946e-48       1.055424057165e-47       6.225795391597e+03       2.725501751318e+00       9.254666386829e-10       1.233955861881e-09       2.871557534549e+02 
       4.376798590671e-04       2.283775000000e+03       1.574043571702e+02       1.063951798416e+00       2.160367622854e+00       4.600795997673e-48       9.939410712729e-48       6.227151328717e+03       2.725501749586e+00       9.256806025011e-10       1.234241146781e-09       2.873594199214e+02 
       4.375845768940e-04       2.284272500000e+03       1.573763646443e+02       1.063980511204e+00       2.161366874007e+00       4.330752006085e-48       9.360343925489e-48       6.228507265836e+03       2.725501749289e+00       9.258945549933e-10       1.234526416741e-09       2.875631495135e+02 
       4.374893361974e-04       2.284770000000e+03       1.573483824813e+02       1.064009185288e+00       2.162366302158e+00       4.076535552191e-48       8.814963107608e-48       6.229863202956e+03       2.725501748287e+00       9.261084961756e-10       1.234811671542e-09       2.877669422296e+02 
       4.373941369503e-04       2.285267500000e+03       1.573204106752e+02       1.064037820731e+00       2.163365907351e+00       3.837220315281e-48       8.301311609073e-48       6.231219140074e+03       2.725501746977e+00       9.263224260645e-10       1.235096911251e-09       2.879707980681e+02 
       4.372989791255e-04       2.285765000000e+03       1.572924492200e+02       1.064066417597e+00       2.164365689627e+00       3.611934108709e-48       7.817546258082e-48       6.232575077192e+03       2.725501746600e+00       9.265363446763e-10       1.235382136028e-09       2.881747170271e+02 
       4.372038626961e-04       2.286262500000e+03       1.572644981099e+02       1.064094975948e+00       2.165365649029e+00       3.399855720953e-48       7.361930789805e-48       6.233931014310e+03       2.725501745860e+00       9.267502520273e-10       1.235667345750e-09       2.883786991050e+02 
       4.371087876351e-04       2.286760000000e+03       1.572365573390e+02       1.064123495847e+00       2.166365785599e+00       3.200211940782e-48       6.932829655175e-48       6.235286951427e+03       2.725501746001e+00       9.269641481339e-10       1.235952540580e-09       2.885827443001e+02 
       4.370137539154e-04       2.287257500000e+03       1.572086269013e+02       1.064151977358e+00       2.167366099381e+00       3.012274755827e-48       6.528702187801e-48       6.236642888544e+03       2.725501745731e+00       9.271780330126e-10       1.236237720392e-09       2.887868526107e+02 
       4.369187615101e-04       2.287755000000e+03       1.571807067909e+02       1.064180420543e+00       2.168366590417e+00       2.835358714395e-48       6.148097108143e-48       6.237998825660e+03       2.725501745446e+00       9.273919066799e-10       1.236522885254e-09       2.889910240351e+02 
       4.368238103923e-04       2.288252500000e+03       1.571527970020e+02       1.064208825466e+00       2.169367258751e+00       2.668818440942e-48       5.789647345331e-48       6.239354762775e+03       2.725501746392e+00       9.276057691521e-10       1.236808035329e-09       2.891952585717e+02 
       4.367289005350e-04       2.288750000000e+03       1.571248975286e+02       1.064237192190e+00       2.170368104426e+00       2.512046296434e-48       5.452065158620e-48       6.240710699890e+03       2.725501746429e+00       9.278196204458e-10       1.237093170396e-09       2.893995562187e+02 
       4.366340319114e-04       2.289247500000e+03       1.570970083648e+02       1.064265520778e+00       2.171369127485e+00       2.364470175129e-48       5.134137541133e-48       6.242066637005e+03       2.725501746805e+00       9.280334605775e-10       1.237378290619e-09       2.896039169745e+02 
       4.365392044946e-04       2.289745000000e+03       1.570691295047e+02       1.064293811292e+00       2.172370327973e+00       2.225551429747e-48       4.834721889358e-48       6.243422574119e+03       2.725501747072e+00       9.282472895637e-10       1.237663395969e-09       2.898083408374e+02 
       4.364444182578e-04       2.290242500000e+03       1.570412609425e+02       1.064322063797e+00       2.173371705932e+00       2.094782917581e-48       4.552741923140e-48       6.244778511232e+03       2.725501747631e+00       9.284611074211e-10       1.237948486514e-09       2.900128278057e+02 
       4.363496731741e-04       2.290740000000e+03       1.570134026723e+02       1.064350278355e+00       2.174373261409e+00       1.971687160587e-48       4.287183841842e-48       6.246134448345e+03       2.725501748888e+00       9.286749141661e-10       1.238233562322e-09       2.902173778779e+02 
       4.362549692168e-04       2.291237500000e+03       1.569855546882e+02       1.064378455029e+00       2.175374994445e+00       1.855814612792e-48       4.037092702994e-48       6.247490385458e+03       2.725501748697e+00       9.288887098155e-10       1.238518623171e-09       2.904219910522e+02 
       4.361603063590e-04       2.291735000000e+03       1.569577169843e+02       1.064406593882e+00       2.176376905087e+00       1.746742028680e-48       3.801569010364e-48       6.248846322570e+03       2.725501750008e+00       9.291024943858e-10       1.238803669418e-09       2.906266673271e+02 
       4.360656845741e-04       2.292232500000e+03       1.569298895548e+02       1.064434694978e+00       2.177378993379e+00       1.644070926750e-48       3.579765499529e-48       6.250202259681e+03       2.725501750678e+00       9.293162678937e-10       1.239088700843e-09       2.908314067008e+02 
       4.359711038352e-04       2.292730000000e+03       1.569020723938e+02       1.064462758380e+00       2.178381259365e+00       1.547426142737e-48       3.370884109590e-48       6.251558196792e+03       2.725501751114e+00       9.295300303558e-10       1.239373717514e-09       2.910362091717e+02 
       4.358765641158e-04       2.293227500000e+03       1.568742654954e+02       1.064490784150e+00       2.179383703090e+00       1.456454467236e-48       3.174173130188e-48       6.252914133903e+03       2.725501751719e+00       9.297437817890e-10       1.239658719499e-09       2.912410747383e+02 
       4.357820653891e-04       2.293725000000e+03       1.568464688539e+02       1.064518772351e+00       2.180386324600e+00       1.370823362746e-48       2.988924513574e-48       6.254270071013e+03       2.725501752048e+00       9.299575222099e-10       1.239943706769e-09       2.914460033989e+02 
       4.356876076285e-04       2.294222500000e+03       1.568186824632e+02       1.064546723048e+00       2.181389123940e+00       1.290219755609e-48       2.814471342379e-48       6.255626008122e+03       2.725501752509e+00       9.301712516352e-10       1.240228679394e-09       2.916509951518e+02 
       4.355931908072e-04       2.294720000000e+03       1.567909063177e+02       1.064574636302e+00       2.182392101156e+00       1.214348898467e-48       2.650185444063e-48       6.256981945231e+03       2.725501753510e+00       9.303849700818e-10       1.240513637441e-09       2.918560499955e+02 
       4.354988148988e-04       2.295217500000e+03       1.567631404114e+02       1.064602512177e+00       2.183395256293e+00       1.142933299078e-48       2.495475143466e-48       6.258337882340e+03       2.725501753755e+00       9.305986775664e-10       1.240798580787e-09       2.920611679284e+02 
       4.354044798767e-04       2.295715000000e+03       1.567353847386e+02       1.064630350736e+00       2.184398589397e+00       1.075711711628e-48       2.349783145478e-48       6.259693819448e+03       2.725501754504e+00       9.308123741060e-10       1.241083509597e-09       2.922663489488e+02 
       4.353101857142e-04       2.296212500000e+03       1.567076392933e+02       1.064658152043e+00       2.185402100515e+00       1.012438186951e-48       2.212584540404e-48       6.261049756556e+03       2.725501754464e+00       9.310260597172e-10       1.241368423746e-09       2.924715930552e+02 
       4.352159323849e-04       2.296710000000e+03       1.566799040698e+02       1.064685916159e+00       2.186405789692e+00       9.528811781976e-49       2.083384924900e-48       6.262405693663e+03       2.725501754896e+00       9.312397344170e-10       1.241653323400e-09       2.926769002460e+02 
       4.351217198621e-04       2.297207500000e+03       1.566521790623e+02       1.064713643149e+00       2.187409656975e+00       8.968226986932e-49       1.961718631716e-48       6.263761630769e+03       2.725501754505e+00       9.314533982223e-10       1.241938208435e-09       2.928822705195e+02 
       4.350275481195e-04       2.297705000000e+03       1.566244642649e+02       1.064741333075e+00       2.188413702410e+00       8.440575289578e-49       1.847147061994e-48       6.265117567875e+03       2.725501754554e+00       9.316670511501e-10       1.242223079016e-09       2.930877038742e+02 
       4.349334171305e-04       2.298202500000e+03       1.565967596718e+02       1.064768986001e+00       2.189417926045e+00       7.943924700505e-49       1.739257114244e-48       6.266473504981e+03       2.725501753751e+00       9.318806932171e-10       1.242507935019e-09       2.932932003087e+02 
       4.348393268687e-04       2.298700000000e+03       1.565690652773e+02       1.064796601989e+00       2.190422327926e+00       7.476456405229e-49       1.637659704378e-48       6.267829442086e+03       2.725501754211e+00       9.320943244405e-10       1.242792776708e-09       2.934987598211e+02 
       4.347452773077e-04       2.299197500000e+03       1.565413810754e+02       1.064824182028e+00       2.191426910004e+00       7.036458143858e-49       1.541988372757e-48       6.269185379190e+03       2.725501749185e+00       9.323079452388e-10       1.243077603871e-09       2.937043824101e+02 
       4.346512684211e-04       2.299695000000e+03       1.565137070605e+02       1.064851727459e+00       2.192431674962e+00       6.622317977318e-49       1.451897969514e-48       6.270541316294e+03       2.725501734875e+00       9.325215561849e-10       1.243362416839e-09       2.939100680745e+02 
       4.345573001824e-04       2.300192500000e+03       1.564860432267e+02       1.064879235905e+00       2.193436617826e+00       6.232518419134e-49       1.367063412180e-48       6.271897253398e+03       2.725501719957e+00       9.327351562361e-10       1.243647215211e-09       2.941158168129e+02 
